class,event_id,event_time,event_type,sub_type,attendance,entity_id,person_id,bib,name,position,scores,period_id,play_id,clock,success,x,y,attack_type,goalkeeper_id,location,failure_reason,empty_net,session_id,fixture_id,team_name,person_name,goalkeeper_name,scores_home,scores_away,event_time_ms,goalkeeper_league_id,person_league_id,kinexon_match_index,time_diff_ms,kin_timezone_id,kin_game_clock,kin_period,kin_player_id,kin_distance,kin_speed_ball,kin_trajectory,kin_shot_position_x,kin_shot_position_y,kin_hit_position_y,kin_hit_position_z,kin_success,kin_shot_category,kin_goalkeeper_id,kin_shot_type,kin_assisting_player_id,kin_validated,kin_id,kin_event_type,kin_league_id,kin_session_id,kin_fixture_id,goal_position,fixtureId,eventId,seed_ts,seed_ms,eventTime,eventTime_ms,kin_timestamp,kin_timestamp_ms,refined_throw_ts,refined_throw_ts_ms,refined_delta_vs_event_ms,refined_delta_vs_seed_ms,method,n_rows_window,last_possession_idx,matched,match_mode
sport,b199d0d1-85c3-11f0-bb93-2969996d09e2,2025-08-30 19:06:39.365+02,goal,nineMetre,,fe88f93b-3952-11ef-aa5d-af5c55c3771d,f6c11ead-3955-11ef-aac5-e79bf7b1fa4b,,,,"{'fe73c376-3952-11ef-8a18-af5c55c3771d': 2, 'fe88f93b-3952-11ef-aa5d-af5c55c3771d': 4}",1.0,b199d0d0-85c3-11f0-bb93-2969996d09e2,PT6M40S,true,77.45,20.3,,cf5eb544-3954-11ef-bde2-0d6c0b831129,LEFT,,,3037,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,SG Flensburg-Handewitt,Marko Grgić,Anadin Suljakovic,,,1756573599365,1838192,2411325,0,-2440.0,385,6:40,"",2259,8.594951,29.285376,"-14.53,6.63;-14.53,6.63",-14.526684,6.6269135,-0.05382657,0.010953165,1,field,39,1,827,2127890195,20470324,detected_shot_handball,2411325,3037.0,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,0,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,b199d0d1-85c3-11f0-bb93-2969996d09e2,2025-08-30 19:06:36.925+02,1756573596925,2025-08-30 19:06:39.365+02,1756573599365,2025-08-30 19:06:36.925+02,1756573596925,2025-08-30 19:06:36.95+02,1756573596950,-2415,25,max_acc_in_possession_windows,4650,300,true,player+time
sport,c8d981a1-85c3-11f0-bb93-2969996d09e2,2025-08-30 19:07:18.37+02,goal,sixMetre,,fe73c376-3952-11ef-8a18-af5c55c3771d,c448e9b5-3954-11ef-b9e5-791010fc8985,,,,"{'fe73c376-3952-11ef-8a18-af5c55c3771d': 3, 'fe88f93b-3952-11ef-aa5d-af5c55c3771d': 4}",1.0,c8d981a0-85c3-11f0-bb93-2969996d09e2,PT7M20S,true,22.64,58.86,,454487a1-3953-11ef-b79a-855e48b08f9c,CENTRE,,,3037,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,HSG Wetzlar,Philipp Ahouansou,Kevin Møller,,,1756573638370,592178,1724488,2,-3110.0,385,7:20,"",1978,6.815599,24.59799,"13.57,-2.27;13.57,-2.27",13.574055,-2.2714787,-1.1946782,1.1764851,1,field,1104,1,1974,2127890881,20470445,detected_shot_handball,1724488,3037.0,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,40,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,c8d981a1-85c3-11f0-bb93-2969996d09e2,2025-08-30 19:07:15.26+02,1756573635260,2025-08-30 19:07:18.37+02,1756573638370,2025-08-30 19:07:15.26+02,1756573635260,2025-08-30 19:07:15.25+02,1756573635250,-3120,-10,max_acc_in_possession_windows,4650,299,true,player+time
sport,db8419f1-85c3-11f0-bb93-2969996d09e2,2025-08-30 19:07:49.687+02,goal,nineMetre,,fe88f93b-3952-11ef-aa5d-af5c55c3771d,cee38a32-3954-11ef-a573-0d6c0b831129,,,,"{'fe73c376-3952-11ef-8a18-af5c55c3771d': 3, 'fe88f93b-3952-11ef-aa5d-af5c55c3771d': 4}",1.0,db8419f0-85c3-11f0-bb93-2969996d09e2,PT7M46S,false,73.69,48.15,,cf5eb544-3954-11ef-bde2-0d6c0b831129,CENTRE,SAVE,,3037,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,SG Flensburg-Handewitt,Niclas Kirkeløkke,Anadin Suljakovic,,,1756573669687,1838192,1387503,1,2313.0,385,7:46,,2020,,,"",,,0.01,1.0,0,field,,0,,2127891623,20481507,detected_shot_handball,1387503,3037.0,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,0,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,db8419f1-85c3-11f0-bb93-2969996d09e2,2025-08-30 19:07:52+02,1756573672000,2025-08-30 19:07:49.687+02,1756573669687,2025-08-30 19:07:52+02,1756573672000,2025-08-30 19:07:47.2+02,1756573667200,-2487,-4800,max_acc_in_possession_windows,4665,204,true,player+time
sport,e42285b0-85c3-11f0-bb93-2969996d09e2,2025-08-30 19:08:04.147+02,goal,sixMetre,,fe73c376-3952-11ef-8a18-af5c55c3771d,5b69d1e9-3953-11ef-99fa-a9530db97767,,,,"{'fe73c376-3952-11ef-8a18-af5c55c3771d': 4, 'fe88f93b-3952-11ef-aa5d-af5c55c3771d': 4}",1.0,e4225ea0-85c3-11f0-bb93-2969996d09e2,PT8M4S,true,17.92,78.41,BREAK_THROUGH,454487a1-3953-11ef-b79a-855e48b08f9c,LEFT,,,3037,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,HSG Wetzlar,Dominik Mappes,Kevin Møller,,,1756573684147,592178,869960,3,-2373.0,385,8:04,"",1974,5.9160686,28.233934,"15.68,-4.04;15.68,-4.04",15.679529,-4.04146,1.3554385,0.053107798,1,field,1104,1,1978,2127891827,20470667,detected_shot_handball,869960,3037.0,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,40,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,e42285b0-85c3-11f0-bb93-2969996d09e2,2025-08-30 19:08:01.774+02,1756573681774,2025-08-30 19:08:04.147+02,1756573684147,2025-08-30 19:08:01.774+02,1756573681774,2025-08-30 19:08:01.75+02,1756573681750,-2397,-24,max_acc_in_possession_windows,4694,299,true,player+time
sport,eb5860c1-85c3-11f0-bb93-2969996d09e2,2025-08-30 19:08:16.244+02,goal,wing,,fe88f93b-3952-11ef-aa5d-af5c55c3771d,ffbf8979-3954-11ef-99ec-0d6c0b831129,,,,"{'fe73c376-3952-11ef-8a18-af5c55c3771d': 4, 'fe88f93b-3952-11ef-aa5d-af5c55c3771d': 4}",1.0,eb5860c0-85c3-11f0-bb93-2969996d09e2,PT8M12S,false,88.2,10.52,,cf5eb544-3954-11ef-bde2-0d6c0b831129,LEFT,SAVE,,3037,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,SG Flensburg-Handewitt,Emil Jakobsen,Anadin Suljakovic,,,1756573696244,1838192,1637708,2,-1740.0,385,8:16,"",1106,6.755991,13.222459,"-18.09,6.48;-18.09,6.48",-18.09166,6.4808683,-13.066345,0.000659578,0,field,39,0,0,0,20470731,detected_shot_handball,1637708,3037.0,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,0,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,eb5860c1-85c3-11f0-bb93-2969996d09e2,2025-08-30 19:08:14.504+02,1756573694504,2025-08-30 19:08:16.244+02,1756573696244,2025-08-30 19:08:14.504+02,1756573694504,2025-08-30 19:08:14.65+02,1756573694650,-1594,146,max_acc_in_possession_windows,4655,303,true,player+time
sport,fd561740-85c3-11f0-bb93-2969996d09e2,2025-08-30 19:08:46.428+02,goal,sevenMetrePenalty,,fe73c376-3952-11ef-8a18-af5c55c3771d,2ceee0cb-52a6-11f0-8607-b1b18dd55e91,,,,"{'fe73c376-3952-11ef-8a18-af5c55c3771d': 5, 'fe88f93b-3952-11ef-aa5d-af5c55c3771d': 4}",1.0,f2bc0290-85c3-11f0-bb93-2969996d09e2,PT8M46S,true,88.2,10.52,,454487a1-3953-11ef-b79a-855e48b08f9c,,,,3037,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,HSG Wetzlar,Ahmed Nafea,Kevin Møller,,,1756573726428,592178,2764137,0,-1343.0,385,8:46,"",2260,7.188912,31.098022,"12.81,0.16;12.81,0.16",12.812805,0.15711927,-0.95248234,0.39872858,1,field,1104,1,0,2127892663,20470828,detected_shot_handball,2764137,3037.0,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,40,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,fd561740-85c3-11f0-bb93-2969996d09e2,2025-08-30 19:08:45.085+02,1756573725085,2025-08-30 19:08:46.428+02,1756573726428,2025-08-30 19:08:45.085+02,1756573725085,2025-08-30 19:08:45.1+02,1756573725100,-1328,15,max_acc_in_possession_windows,4571,300,true,player+time
sport,10ea7351-85c4-11f0-bb93-2969996d09e2,2025-08-30 19:09:19.277+02,goal,nineMetre,,fe88f93b-3952-11ef-aa5d-af5c55c3771d,cee38a32-3954-11ef-a573-0d6c0b831129,,,,"{'fe73c376-3952-11ef-8a18-af5c55c3771d': 5, 'fe88f93b-3952-11ef-aa5d-af5c55c3771d': 4}",1.0,10ea7350-85c4-11f0-bb93-2969996d09e2,PT9M15S,false,69.49,48.15,,cf5eb544-3954-11ef-bde2-0d6c0b831129,CENTRE,SAVE,,3037,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,SG Flensburg-Handewitt,Niclas Kirkeløkke,Anadin Suljakovic,,,1756573759277,1838192,1387503,2,-2482.0,385,9:18,"",2020,8.942734,27.299889,"-11.26,-1.87;-11.26,-1.87",-11.255636,-1.8731232,-1.2956717,0.01450621,0,field,39,0,827,0,20470890,detected_shot_handball,1387503,3037.0,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,0,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,10ea7351-85c4-11f0-bb93-2969996d09e2,2025-08-30 19:09:16.795+02,1756573756795,2025-08-30 19:09:19.277+02,1756573759277,2025-08-30 19:09:16.795+02,1756573756795,2025-08-30 19:09:16.8+02,1756573756800,-2477,5,max_acc_in_possession_windows,4650,300,true,player+time
sport,23de97c1-85c4-11f0-bb93-2969996d09e2,2025-08-30 19:09:51.076+02,goal,nineMetre,,fe73c376-3952-11ef-8a18-af5c55c3771d,43c89332-3953-11ef-9961-855e48b08f9c,,,,"{'fe73c376-3952-11ef-8a18-af5c55c3771d': 6, 'fe88f93b-3952-11ef-aa5d-af5c55c3771d': 4}",1.0,23de97c0-85c4-11f0-bb93-2969996d09e2,PT9M50S,true,25.0,33.76,,454487a1-3953-11ef-b79a-855e48b08f9c,CENTRE,,,3037,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,HSG Wetzlar,Stefan Cavor,Kevin Møller,,,1756573791076,592178,887176,2,-2901.0,385,9:50,"",25,8.68251,26.88984,"11.75,2.71;11.75,2.71",11.752254,2.7130527,-1.35,0.003286641,1,field,1104,1,1974,2127894099,20470997,detected_shot_handball,887176,3037.0,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,40,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,23de97c1-85c4-11f0-bb93-2969996d09e2,2025-08-30 19:09:48.175+02,1756573788175,2025-08-30 19:09:51.076+02,1756573791076,2025-08-30 19:09:48.175+02,1756573788175,2025-08-30 19:09:48.2+02,1756573788200,-2876,25,max_acc_in_possession_windows,4650,299,true,player+time
sport,43f57790-85c4-11f0-bb93-2969996d09e2,2025-08-30 19:10:46.519+02,goal,sevenMetrePenalty,,fe88f93b-3952-11ef-aa5d-af5c55c3771d,ffbf8979-3954-11ef-99ec-0d6c0b831129,,,,"{'fe73c376-3952-11ef-8a18-af5c55c3771d': 6, 'fe88f93b-3952-11ef-aa5d-af5c55c3771d': 4}",1.0,3681b600-85c4-11f0-bb93-2969996d09e2,PT10M45S,false,25.0,33.76,,cf5eb544-3954-11ef-bde2-0d6c0b831129,,OFF_TARGET,,3037,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,SG Flensburg-Handewitt,Emil Jakobsen,Anadin Suljakovic,,,1756573846519,1838192,1637708,4,-4017.0,385,10:45,"",1106,6.824172,9.6606655,"-13.2,0.52;-13.2,0.52",-13.1956005,0.5191002,0.34441063,2.3586724,0,penalty,39,0,0,2127895315,20471123,detected_shot_handball,1637708,3037.0,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,0,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,43f57790-85c4-11f0-bb93-2969996d09e2,2025-08-30 19:10:42.502+02,1756573842502,2025-08-30 19:10:46.519+02,1756573846519,2025-08-30 19:10:42.502+02,1756573842502,2025-08-30 19:10:42.75+02,1756573842750,-3769,248,max_acc_in_possession_windows,4491,303,true,player+time
sport,5862ce81-85c4-11f0-bb93-2969996d09e2,2025-08-30 19:11:19.184+02,goal,sixMetre,,fe73c376-3952-11ef-8a18-af5c55c3771d,c448e9b5-3954-11ef-b9e5-791010fc8985,,,,"{'fe73c376-3952-11ef-8a18-af5c55c3771d': 7, 'fe88f93b-3952-11ef-aa5d-af5c55c3771d': 4}",1.0,5862ce80-85c4-11f0-bb93-2969996d09e2,PT11M20S,true,19.76,38.01,BREAK_THROUGH,454487a1-3953-11ef-b79a-855e48b08f9c,CENTRE,,,3037,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,HSG Wetzlar,Philipp Ahouansou,Kevin Møller,,,1756573879184,592178,1724488,3,-2908.0,385,11:20,"",1978,5.4579306,22.048203,"14.54,0.18;14.54,0.18",14.544964,0.17772102,0.80126023,0.88073677,1,field,1104,1,25,2127895995,20471186,detected_shot_handball,1724488,3037.0,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,40,d41e6dd8-5ca5-11f0-a092-dfdc3d404345,5862ce81-85c4-11f0-bb93-2969996d09e2,2025-08-30 19:11:16.276+02,1756573876276,2025-08-30 19:11:19.184+02,1756573879184,2025-08-30 19:11:16.276+02,1756573876276,2025-08-30 19:11:16.3+02,1756573876300,-2884,24,max_acc_in_possession_windows,4650,300,true,player+time
